Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,287527,-,-,-,51.01,-113.94,-7,1047,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2012,1,1,0,0,0,0,0,-18,0.866,1.6,63.27,-13,900,N/A
2012,1,1,0,30,0,0,1,-18,0.866,1.5,63.27,-13,900,N/A
2012,1,1,1,0,0,0,4,-18,0.866,1.4000000000000001,64.07000000000001,-13,900,N/A
2012,1,1,1,30,0,0,4,-18,0.866,1.3,64.08,-13,900,N/A
2012,1,1,2,0,0,0,7,-18,0.866,1.3,65.46000000000001,-13,900,N/A
2012,1,1,2,30,0,0,7,-18,0.866,1.2000000000000002,65.46000000000001,-13,900,N/A
2012,1,1,3,0,0,0,7,-17,0.866,1.2000000000000002,67.24,-13,900,N/A
2012,1,1,3,30,0,0,7,-17,0.866,1.2000000000000002,62.03,-12,900,N/A
2012,1,1,4,0,0,0,7,-17,0.866,1.2000000000000002,63.730000000000004,-12,900,N/A
2012,1,1,4,30,0,0,7,-17,0.866,1.2000000000000002,63.730000000000004,-12,900,N/A
2012,1,1,5,0,0,0,7,-17,0.866,1.2000000000000002,66.32000000000001,-12,900,N/A
2012,1,1,5,30,0,0,7,-17,0.866,1.2000000000000002,66.31,-12,900,N/A
2012,1,1,6,0,0,0,7,-16,0.866,1.3,67.85,-12,900,N/A
2012,1,1,6,30,0,0,7,-16,0.866,1.4000000000000001,67.85,-12,900,N/A
2012,1,1,7,0,0,0,7,-16,0.866,1.5,69.47,-12,900,N/A
2012,1,1,7,30,0,0,7,-16,0.866,1.5,69.46000000000001,-12,900,N/A
2012,1,1,8,0,0,0,7,-16,0.866,1.6,69.31,-12,900,N/A
2012,1,1,8,30,0,0,4,-16,0.866,1.6,63.980000000000004,-11,900,N/A
2012,1,1,9,0,22,0,4,-15,0.866,1.6,66.81,-11,900,N/A
2012,1,1,9,30,28,481,1,-15,0.866,1.8,61.71,-10,900,N/A
2012,1,1,10,0,30,0,4,-14,0.866,2,62.57,-9,900,N/A
2012,1,1,10,30,45,697,1,-14,0.866,2,57.86,-8,900,N/A
2012,1,1,11,0,50,756,1,-12,0.866,2,62.440000000000005,-7,900,N/A
2012,1,1,11,30,76,0,4,-12,0.866,2.1,57.81,-6,900,N/A
