Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,287527,-,-,-,51.01,-113.94,-7,1047,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2006,1,1,0,0,0,0,7,-5,0.866,1.1,84.29,-3,870,N/A
2006,1,1,0,30,0,0,7,-5,0.866,1.1,84.3,-3,870,N/A
2006,1,1,1,0,0,0,7,-5,0.866,1.2000000000000002,82.26,-3,870,N/A
2006,1,1,1,30,0,0,7,-5,0.866,1.1,82.29,-3,870,N/A
2006,1,1,2,0,0,0,7,-5,0.866,1.1,80.84,-3,870,N/A
2006,1,1,2,30,0,0,7,-5,0.866,1,80.86,-3,870,N/A
2006,1,1,3,0,0,0,7,-5,0.866,1,79.88,-3,870,N/A
2006,1,1,3,30,0,0,7,-5,0.866,1,79.9,-3,870,N/A
2006,1,1,4,0,0,0,6,-6,0.866,1,79.31,-3,870,N/A
2006,1,1,4,30,0,0,6,-6,0.866,1,79.33,-3,870,N/A
2006,1,1,5,0,0,0,6,-6,0.866,1.1,78.82000000000001,-3,870,N/A
2006,1,1,5,30,0,0,7,-6,0.866,1.1,78.84,-3,870,N/A
2006,1,1,6,0,0,0,6,-6,0.866,1.1,78.51,-3,870,N/A
2006,1,1,6,30,0,0,6,-6,0.866,1.1,78.53,-3,870,N/A
2006,1,1,7,0,0,0,6,-6,0.866,1.2000000000000002,84.32000000000001,-4,870,N/A
2006,1,1,7,30,0,0,6,-6,0.866,1.2000000000000002,84.33,-4,870,N/A
2006,1,1,8,0,0,0,6,-6,0.866,1.3,83.88,-4,870,N/A
2006,1,1,8,30,0,0,7,-6,0.866,1.4000000000000001,83.91,-4,870,N/A
2006,1,1,9,0,22,0,7,-6,0.866,1.5,84.61,-4,870,N/A
2006,1,1,9,30,26,488,7,-6,0.866,1.7000000000000002,72.94,-2,870,N/A
2006,1,1,10,0,34,623,0,-5,0.866,2,74.08,-1,870,N/A
2006,1,1,10,30,41,702,0,-5,0.866,2.3000000000000003,68.89,0,870,N/A
2006,1,1,11,0,45,760,0,-4,0.866,2.7,72.88,0,870,N/A
2006,1,1,11,30,48,795,0,-4,0.866,2.5,72.87,0,870,N/A
2006,1,1,12,0,49,820,0,-3,0.866,2.3000000000000003,74.3,1,870,N/A
2006,1,1,12,30,50,830,0,-3,0.866,2,74.31,1,870,N/A
2006,1,1,13,0,50,830,0,-1,0.866,1.9000000000000001,75.89,2,870,N/A
