Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,287527,-,-,-,51.01,-113.94,-7,1047,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2004,1,1,0,0,0,0,7,-10,0.866,2.9000000000000004,75.43,-7,880,N/A
2004,1,1,0,30,0,0,7,-10,0.866,2.9000000000000004,75.45,-7,880,N/A
2004,1,1,1,0,0,0,7,-10,0.866,3,76.35000000000001,-7,880,N/A
2004,1,1,1,30,0,0,8,-10,0.866,3.2,76.37,-7,880,N/A
2004,1,1,2,0,0,0,8,-10,0.866,3.4000000000000004,75.96000000000001,-7,880,N/A
2004,1,1,2,30,0,0,7,-10,0.866,3.5,75.98,-7,880,N/A
2004,1,1,3,0,0,0,1,-10,0.866,3.7,74.31,-7,880,N/A
2004,1,1,3,30,0,0,1,-10,0.866,4,74.33,-7,880,N/A
2004,1,1,4,0,0,0,1,-11,0.866,4.3,76.46000000000001,-8,880,N/A
2004,1,1,4,30,0,0,7,-11,0.866,4.3,76.49,-8,880,N/A
2004,1,1,5,0,0,0,1,-12,0.866,4.4,78.21000000000001,-9,880,N/A
2004,1,1,5,30,0,0,4,-12,0.866,4.3,78.24,-9,880,N/A
2004,1,1,6,0,0,0,4,-12,0.866,4.2,79.12,-10,880,N/A
2004,1,1,6,30,0,0,1,-12,0.866,4.1000000000000005,79.13,-10,880,N/A
2004,1,1,7,0,0,0,1,-13,0.866,4.1000000000000005,78.93,-11,880,N/A
2004,1,1,7,30,0,0,0,-13,0.866,4,78.95,-11,880,N/A
2004,1,1,8,0,0,0,4,-14,0.866,4,72.81,-11,880,N/A
2004,1,1,8,30,0,0,4,-14,0.866,4,72.82000000000001,-11,880,N/A
2004,1,1,9,0,16,154,1,-15,0.866,4.1000000000000005,74.97,-12,880,N/A
2004,1,1,9,30,34,365,4,-15,0.866,4.1000000000000005,69.2,-11,880,N/A
2004,1,1,10,0,47,520,4,-15,0.866,4.3,69.02,-11,880,N/A
2004,1,1,10,30,52,0,4,-15,0.866,4.1000000000000005,69.02,-11,880,N/A
2004,1,1,11,0,66,0,4,-15,0.866,4.1000000000000005,67.43,-11,880,N/A
2004,1,1,11,30,76,0,4,-15,0.866,3.9000000000000004,67.41,-11,880,N/A
2004,1,1,12,0,74,0,4,-16,0.866,3.8000000000000003,66.31,-11,880,N/A
2004,1,1,12,30,77,0,4,-16,0.866,3.8000000000000003,66.28,-11,880,N/A
2004,1,1,13,0,59,0,4,-16,0.866,3.9000000000000004,64.92,-11,880,N/A
2004,1,1,13,30,56,0,4,-16,0.866,3.9000000000000004,64.91,-11,880,N/A
2004,1,1,14,0,50,0,4,-16,0.866,4,63.04,-11,880,N/A
2004,1,1,14,30,82,220,4,-16,0.866,4.1000000000000005,63.03,-11,880,N/A
2004,1,1,15,0,61,226,7,-17,0.866,4.2,65.41,-12,880,N/A
2004,1,1,15,30,47,150,7,-17,0.866,4.3,65.4,-12,880,N/A
2004,1,1,16,0,25,96,8,-17,0.866,4.5,66.93,-13,880,N/A
2004,1,1,16,30,0,0,7,-17,0.866,4.6000000000000005,66.92,-13,880,N/A
2004,1,1,17,0,0,0,7,-18,0.866,4.800000000000001,68.66,-14,880,N/A
2004,1,1,17,30,0,0,7,-18,0.866,4.6000000000000005,68.68,-14,880,N/A
2004,1,1,18,0,0,0,7,-19,0.866,4.6000000000000005,70.35000000000001,-15,880,N/A
