Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,287527,-,-,-,51.01,-113.94,-7,1047,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2005,1,1,0,0,0,0,6,-23,0.866,1.6,68.60000000000001,-19,890,N/A
2005,1,1,0,30,0,0,6,-23,0.866,1.6,62.980000000000004,-18,890,N/A
2005,1,1,1,0,0,0,6,-22,0.866,1.6,66.25,-18,890,N/A
2005,1,1,1,30,0,0,6,-22,0.866,1.5,66.25,-18,890,N/A
2005,1,1,2,0,0,0,6,-22,0.866,1.5,69.13,-18,890,N/A
2005,1,1,2,30,0,0,6,-22,0.866,1.5,69.12,-18,890,N/A
2005,1,1,3,0,0,0,6,-21,0.866,1.6,70.95,-18,890,N/A
2005,1,1,3,30,0,0,6,-21,0.866,1.6,70.95,-18,890,N/A
2005,1,1,4,0,0,0,6,-21,0.866,1.6,71.24,-18,890,N/A
2005,1,1,4,30,0,0,6,-21,0.866,1.6,71.24,-18,890,N/A
2005,1,1,5,0,0,0,6,-22,0.866,1.6,70.16,-18,890,N/A
2005,1,1,5,30,0,0,6,-22,0.866,1.5,70.17,-18,890,N/A
2005,1,1,6,0,0,0,6,-22,0.866,1.5,74.46000000000001,-19,890,N/A
2005,1,1,6,30,0,0,6,-22,0.866,1.4000000000000001,74.47,-19,890,N/A
2005,1,1,7,0,0,0,7,-22,0.866,1.3,72.11,-19,890,N/A
2005,1,1,7,30,0,0,7,-22,0.866,1.2000000000000002,72.10000000000001,-19,890,N/A
2005,1,1,8,0,0,0,6,-23,0.866,1.2000000000000002,69.89,-19,890,N/A
2005,1,1,8,30,0,0,6,-23,0.866,1.2000000000000002,69.9,-19,890,N/A
2005,1,1,9,0,4,0,6,-23,0.866,1.2000000000000002,69.78,-19,890,N/A
2005,1,1,9,30,15,0,7,-23,0.866,1.3,64.09,-18,890,N/A
2005,1,1,10,0,27,0,7,-22,0.866,1.5,65.71000000000001,-18,890,N/A
2005,1,1,10,30,69,33,7,-22,0.866,1.5,65.71000000000001,-18,890,N/A
2005,1,1,11,0,84,222,7,-22,0.866,1.6,65.58,-18,890,N/A
2005,1,1,11,30,80,0,7,-22,0.866,1.5,65.56,-18,890,N/A
2005,1,1,12,0,20,0,7,-22,0.866,1.4000000000000001,65.95,-18,890,N/A
2005,1,1,12,30,100,8,8,-22,0.866,1.3,60.6,-17,890,N/A
2005,1,1,13,0,75,729,1,-22,0.866,1.3,60.9,-17,890,N/A
2005,1,1,13,30,73,715,0,-22,0.866,1.3,60.89,-17,890,N/A
2005,1,1,14,0,69,689,1,-22,0.866,1.3,60.9,-17,890,N/A
2005,1,1,14,30,26,0,8,-22,0.866,1.1,60.89,-17,890,N/A
2005,1,1,15,0,61,241,8,-22,0.866,1,66.67,-18,890,N/A
2005,1,1,15,30,49,152,7,-22,0.866,1,66.67,-18,890,N/A
2005,1,1,16,0,26,94,7,-23,0.866,1.1,66.57000000000001,-19,890,N/A
2005,1,1,16,30,0,0,7,-23,0.866,1.1,66.57000000000001,-19,890,N/A
2005,1,1,17,0,0,0,7,-24,0.866,1.2000000000000002,63.38,-19,890,N/A
2005,1,1,17,30,0,0,8,-24,0.866,1.1,63.38,-19,890,N/A
2005,1,1,18,0,0,0,8,-24,0.866,1.1,62.7,-19,890,N/A
2005,1,1,18,30,0,0,0,-24,0.866,1,62.7,-19,890,N/A
2005,1,1,19,0,0,0,0,-24,0.866,0.9,62.15,-19,890,N/A
2005,1,1,19,30,0,0,0,-24,0.866,0.8,62.15,-19,890,N/A
2005,1,1,20,0,0,0,1,-24,0.866,0.8,61.52,-19,890,N/A
2005,1,1,20,30,0,0,0,-24,0.866,0.7000000000000001,61.52,-19,890,N/A
2005,1,1,21,0,0,0,1,-24,0.866,0.6000000000000001,60.980000000000004,-19,890,N/A
2005,1,1,21,30,0,0,0,-24,0.866,0.5,60.99,-19,890,N/A
2005,1,1,22,0,0,0,0,-24,0.866,0.5,60.52,-19,890,N/A
2005,1,1,22,30,0,0,7,-24,0.866,0.5,60.52,-19,890,N/A
2005,1,1,23,0,0,0,6,-24,0.866,0.5,60.02,-19,890,N/A
2005,1,1,23,30,0,0,6,-24,0.866,0.5,60.02,-19,890,N/A
2005,1,2,0,0,0,0,7,-24,0.866,0.6000000000000001,59.870000000000005,-19,890,N/A
2005,1,2,0,30,0,0,1,-24,0.866,0.5,59.870000000000005,-19,890,N/A
2005,1,2,1,0,0,0,1,-24,0.866,0.5,59.9,-19,890,N/A
2005,1,2,1,30,0,0,1,-24,0.866,0.4,59.9,-19,890,N/A
2005,1,2,2,0,0,0,8,-24,0.866,0.4,60.04,-19,890,N/A
2005,1,2,2,30,0,0,7,-24,0.866,0.5,60.03,-19,890,N/A
2005,1,2,3,0,0,0,8,-24,0.866,0.6000000000000001,59.72,-19,890,N/A
2005,1,2,3,30,0,0,8,-24,0.866,0.8,59.71,-19,890,N/A
2005,1,2,4,0,0,0,7,-25,0.866,1,59.06,-19,890,N/A
2005,1,2,4,30,0,0,7,-25,0.866,1.1,59.050000000000004,-19,890,N/A
2005,1,2,5,0,0,0,7,-25,0.866,1.2000000000000002,63.81,-20,890,N/A
2005,1,2,5,30,0,0,8,-25,0.866,1.2000000000000002,63.81,-20,890,N/A
2005,1,2,6,0,0,0,8,-25,0.866,1.3,63.36,-20,890,N/A
2005,1,2,6,30,0,0,7,-25,0.866,1.4000000000000001,63.35,-20,890,N/A
2005,1,2,7,0,0,0,7,-25,0.866,1.5,62.910000000000004,-20,890,N/A
2005,1,2,7,30,0,0,7,-25,0.866,1.5,62.910000000000004,-20,890,N/A
2005,1,2,8,0,0,0,7,-25,0.866,1.6,63.35,-20,890,N/A
2005,1,2,8,30,0,0,7,-25,0.866,1.6,63.36,-20,890,N/A
2005,1,2,9,0,9,0,7,-24,0.866,1.6,65.13,-20,890,N/A
2005,1,2,9,30,30,0,7,-24,0.866,1.5,54.89,-18,890,N/A
2005,1,2,10,0,51,20,7,-23,0.866,1.4000000000000001,57.120000000000005,-17,890,N/A
2005,1,2,10,30,54,637,1,-23,0.866,1.2000000000000002,52.54,-16,890,N/A
2005,1,2,11,0,60,702,0,-20,0.866,1.1,61.57,-15,890,N/A
2005,1,2,11,30,64,739,0,-20,0.866,0.9,56.71,-14,890,N/A
2005,1,2,12,0,65,771,0,-19,0.866,0.8,57.480000000000004,-13,890,N/A
2005,1,2,12,30,66,780,0,-19,0.866,0.5,53.01,-12,890,N/A
2005,1,2,13,0,63,793,0,-18,0.866,0.2,57.410000000000004,-12,890,N/A
2005,1,2,13,30,62,781,0,-18,0.866,0.2,57.4,-12,890,N/A
2005,1,2,14,0,56,772,0,-17,0.866,0.30000000000000004,61.82,-12,890,N/A
2005,1,2,14,30,51,733,0,-17,0.866,0.30000000000000004,61.82,-12,890,N/A
2005,1,2,15,0,44,682,0,-18,0.866,0.30000000000000004,61.21,-13,890,N/A
2005,1,2,15,30,35,590,1,-18,0.866,0.4,66.41,-14,890,N/A
2005,1,2,16,0,24,444,1,-20,0.866,0.5,65.39,-15,890,N/A
2005,1,2,16,30,0,0,0,-20,0.866,0.6000000000000001,65.4,-15,890,N/A
2005,1,2,17,0,0,0,0,-20,0.866,0.8,65.84,-16,890,N/A
2005,1,2,17,30,0,0,0,-20,0.866,0.7000000000000001,65.85,-16,890,N/A
2005,1,2,18,0,0,0,0,-21,0.866,0.6000000000000001,64.54,-16,890,N/A
2005,1,2,18,30,0,0,0,-21,0.866,0.5,64.56,-16,890,N/A
2005,1,2,19,0,0,0,0,-21,0.866,0.4,70.4,-17,890,N/A
2005,1,2,19,30,0,0,0,-21,0.866,0.6000000000000001,70.42,-17,890,N/A
2005,1,2,20,0,0,0,0,-20,0.866,0.8,71.86,-17,890,N/A
2005,1,2,20,30,0,0,0,-20,0.866,1,71.86,-17,890,N/A
2005,1,2,21,0,0,0,0,-20,0.866,1.3,72.99,-17,890,N/A
2005,1,2,21,30,0,0,0,-20,0.866,1.3,67.12,-17,890,N/A
2005,1,2,22,0,0,0,1,-20,0.866,1.4000000000000001,68.69,-17,890,N/A
2005,1,2,22,30,0,0,0,-20,0.866,1.4000000000000001,68.69,-16,890,N/A
2005,1,2,23,0,0,0,0,-20,0.866,1.4000000000000001,70.23,-16,890,N/A
2005,1,2,23,30,0,0,0,-20,0.866,1.3,70.22,-16,890,N/A
2005,1,3,0,0,0,0,0,-19,0.866,1.3,71.77,-16,890,N/A
2005,1,3,0,30,0,0,1,-19,0.866,1.2000000000000002,71.76,-16,890,N/A
2005,1,3,1,0,0,0,1,-19,0.866,1.2000000000000002,73.07000000000001,-16,890,N/A
2005,1,3,1,30,0,0,1,-19,0.866,1.1,73.07000000000001,-16,890,N/A
2005,1,3,2,0,0,0,1,-19,0.866,1.1,74.06,-16,890,N/A
2005,1,3,2,30,0,0,1,-19,0.866,1.1,68.18,-15,890,N/A
2005,1,3,3,0,0,0,1,-19,0.866,1.1,69.24,-15,890,N/A
2005,1,3,3,30,0,0,7,-19,0.866,1.1,69.25,-15,890,N/A
2005,1,3,4,0,0,0,1,-19,0.866,1.1,71.14,-15,890,N/A
2005,1,3,4,30,0,0,1,-19,0.866,1.1,71.16,-15,890,N/A
2005,1,3,5,0,0,0,1,-18,0.866,1.1,74.03,-15,890,N/A
2005,1,3,5,30,0,0,4,-18,0.866,1,68.21000000000001,-14,890,N/A
2005,1,3,6,0,0,0,1,-18,0.866,1,70.93,-14,890,N/A
2005,1,3,6,30,0,0,1,-18,0.866,1,70.94,-14,890,N/A
2005,1,3,7,0,0,0,1,-17,0.866,1,73.05,-14,890,N/A
2005,1,3,7,30,0,0,1,-17,0.866,0.9,73.07000000000001,-14,890,N/A
2005,1,3,8,0,0,0,7,-17,0.866,0.9,74.58,-14,890,N/A
2005,1,3,8,30,0,0,7,-17,0.866,0.8,68.78,-13,890,N/A
2005,1,3,9,0,3,0,7,-17,0.866,0.8,70.42,-13,900,N/A
2005,1,3,9,30,10,0,7,-17,0.866,0.7000000000000001,70.45,-13,900,N/A
2005,1,3,10,0,18,0,7,-16,0.866,0.7000000000000001,75.42,-13,900,N/A
2005,1,3,10,30,54,642,1,-16,0.866,0.9,69.60000000000001,-12,900,N/A
2005,1,3,11,0,61,700,1,-15,0.866,1.1,72.72,-12,900,N/A
2005,1,3,11,30,66,737,0,-15,0.866,1.2000000000000002,67.13,-11,900,N/A
2005,1,3,12,0,68,762,0,-15,0.866,1.3,69.29,-11,900,N/A
2005,1,3,12,30,69,772,0,-15,0.866,1.3,69.29,-11,900,N/A
2005,1,3,13,0,67,780,0,-15,0.866,1.4000000000000001,70.73,-11,900,N/A
2005,1,3,13,30,66,768,0,-15,0.866,1.3,70.74,-11,900,N/A
2005,1,3,14,0,61,751,0,-15,0.866,1.3,71.43,-11,900,N/A
2005,1,3,14,30,56,711,0,-15,0.866,1.1,71.44,-11,900,N/A
2005,1,3,15,0,49,655,0,-15,0.866,1,70.89,-11,900,N/A
2005,1,3,15,30,39,561,0,-15,0.866,1,70.91,-11,900,N/A
2005,1,3,16,0,27,416,4,-16,0.866,1.1,69.33,-12,900,N/A
2005,1,3,16,30,0,0,1,-16,0.866,1.2000000000000002,69.34,-12,900,N/A
2005,1,3,17,0,0,0,0,-17,0.866,1.3,71.08,-13,900,N/A
2005,1,3,17,30,0,0,1,-17,0.866,1.3,71.09,-13,900,N/A
2005,1,3,18,0,0,0,1,-17,0.866,1.4000000000000001,74.48,-14,900,N/A
2005,1,3,18,30,0,0,8,-17,0.866,1.4000000000000001,74.5,-14,900,N/A
2005,1,3,19,0,0,0,8,-17,0.866,1.4000000000000001,79.41,-15,900,N/A
2005,1,3,19,30,0,0,1,-17,0.866,1.4000000000000001,79.43,-15,900,N/A
2005,1,3,20,0,0,0,1,-18,0.866,1.4000000000000001,77.8,-15,900,N/A
2005,1,3,20,30,0,0,1,-18,0.866,1.4000000000000001,77.81,-15,900,N/A
2005,1,3,21,0,0,0,8,-18,0.866,1.5,82.18,-16,900,N/A
2005,1,3,21,30,0,0,7,-18,0.866,1.5,82.19,-16,900,N/A
2005,1,3,22,0,0,0,1,-18,0.866,1.5,79.72,-16,900,N/A
2005,1,3,22,30,0,0,1,-18,0.866,1.5,79.72,-16,900,N/A
2005,1,3,23,0,0,0,1,-19,0.866,1.6,77.57000000000001,-16,900,N/A
2005,1,3,23,30,0,0,8,-19,0.866,1.6,77.56,-16,900,N/A
2005,1,4,0,0,0,0,8,-19,0.866,1.6,76.06,-16,900,N/A
2005,1,4,0,30,0,0,8,-19,0.866,1.6,76.04,-16,900,N/A
2005,1,4,1,0,0,0,8,-19,0.866,1.6,74.42,-16,900,N/A
2005,1,4,1,30,0,0,8,-19,0.866,1.6,74.41,-16,900,N/A
2005,1,4,2,0,0,0,1,-19,0.866,1.7000000000000002,72.83,-16,900,N/A
2005,1,4,2,30,0,0,7,-19,0.866,1.7000000000000002,72.83,-16,900,N/A
2005,1,4,3,0,0,0,8,-20,0.866,1.8,77.26,-17,900,N/A
2005,1,4,3,30,0,0,7,-20,0.866,1.8,77.25,-17,900,N/A
2005,1,4,4,0,0,0,8,-20,0.866,1.9000000000000001,74.36,-17,900,N/A
2005,1,4,4,30,0,0,8,-20,0.866,1.9000000000000001,74.36,-17,900,N/A
2005,1,4,5,0,0,0,8,-21,0.866,2,76.27,-18,900,N/A
2005,1,4,5,30,0,0,7,-21,0.866,2,76.27,-18,900,N/A
2005,1,4,6,0,0,0,7,-21,0.866,2.1,78.11,-19,900,N/A
2005,1,4,6,30,0,0,8,-21,0.866,2.2,78.11,-19,900,N/A
2005,1,4,7,0,0,0,8,-22,0.866,2.3000000000000003,80.86,-20,900,N/A
2005,1,4,7,30,0,0,8,-22,0.866,2.3000000000000003,80.86,-20,900,N/A
2005,1,4,8,0,0,0,8,-22,0.866,2.4000000000000004,78.3,-20,900,N/A
2005,1,4,8,30,0,0,8,-22,0.866,2.4000000000000004,71.88,-19,900,N/A
2005,1,4,9,0,16,0,8,-22,0.866,2.5,72.69,-19,900,N/A
2005,1,4,9,30,31,219,7,-22,0.866,2.5,66.77,-18,900,N/A
2005,1,4,10,0,48,279,7,-21,0.866,2.5,69.81,-17,900,N/A
2005,1,4,10,30,42,776,0,-21,0.866,3,59.1,-15,900,N/A
2005,1,4,11,0,47,825,1,-18,0.866,3.6,68.8,-14,900,N/A
2005,1,4,11,30,50,856,0,-18,0.866,3.9000000000000004,63.38,-13,900,N/A
