Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,287527,-,-,-,51.01,-113.94,-7,1047,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2013,1,1,0,0,0,0,7,-7,0.866,3,81.5,-5,890,N/A
2013,1,1,0,30,0,0,7,-7,0.866,3.1,81.5,-5,890,N/A
2013,1,1,1,0,0,0,4,-7,0.866,3.2,82.42,-5,890,N/A
2013,1,1,1,30,0,0,4,-7,0.866,3.1,76.45,-4,890,N/A
2013,1,1,2,0,0,0,7,-7,0.866,3.1,79.57000000000001,-4,890,N/A
2013,1,1,2,30,0,0,7,-7,0.866,3.4000000000000004,79.58,-4,890,N/A
2013,1,1,3,0,0,0,4,-6,0.866,3.7,80.78,-4,890,N/A
2013,1,1,3,30,0,0,4,-6,0.866,4.1000000000000005,80.8,-4,890,N/A
2013,1,1,4,0,0,0,4,-7,0.866,4.5,78.29,-4,890,N/A
2013,1,1,4,30,0,0,4,-7,0.866,4.7,78.31,-4,890,N/A
2013,1,1,5,0,0,0,4,-8,0.866,4.9,78.14,-5,890,N/A
2013,1,1,5,30,0,0,1,-8,0.866,4.9,78.17,-5,890,N/A
2013,1,1,6,0,0,0,1,-9,0.866,4.9,77.01,-6,890,N/A
2013,1,1,6,30,0,0,1,-9,0.866,4.800000000000001,77.04,-6,890,N/A
2013,1,1,7,0,0,0,4,-9,0.866,4.800000000000001,74.2,-6,890,N/A
2013,1,1,7,30,0,0,4,-9,0.866,4.6000000000000005,74.23,-6,890,N/A
2013,1,1,8,0,0,0,1,-9,0.866,4.6000000000000005,74.44,-6,890,N/A
2013,1,1,8,30,0,0,1,-9,0.866,4.5,74.47,-6,890,N/A
2013,1,1,9,0,13,311,1,-9,0.866,4.5,74.31,-6,890,N/A
2013,1,1,9,30,26,526,0,-9,0.866,4.4,74.31,-6,890,N/A
2013,1,1,10,0,34,658,0,-9,0.866,4.4,77.64,-6,890,N/A
2013,1,1,10,30,41,735,0,-9,0.866,4.5,71.95,-5,890,N/A
2013,1,1,11,0,46,784,0,-8,0.866,4.6000000000000005,76.72,-5,890,N/A
2013,1,1,11,30,49,815,0,-8,0.866,4.6000000000000005,71.14,-4,890,N/A
2013,1,1,12,0,52,829,0,-7,0.866,4.6000000000000005,76.60000000000001,-4,890,N/A
2013,1,1,12,30,53,836,0,-7,0.866,4.5,71.09,-3,890,N/A
2013,1,1,13,0,54,830,0,-6,0.866,4.5,75.13,-3,890,N/A
2013,1,1,13,30,52,817,0,-6,0.866,4.3,75.13,-3,890,N/A
2013,1,1,14,0,50,788,0,-6,0.866,4.2,75.93,-3,890,N/A
2013,1,1,14,30,46,748,0,-6,0.866,4.3,75.97,-3,890,N/A
2013,1,1,15,0,41,686,0,-7,0.866,4.5,71.67,-3,890,N/A
2013,1,1,15,30,33,595,0,-7,0.866,4.2,77.25,-4,890,N/A
2013,1,1,16,0,23,439,0,-8,0.866,3.9000000000000004,75.36,-5,890,N/A
